FILE	number of missing data	percentage
cgMLST_120/cgMLST_v2.tsv:GCF_001722005.2_ASM172200v2_genomic.fna	0	0.0
cgMLST_120/cgMLST_v2.tsv:GCF_001722025.1_ASM172202v1_genomic.fna	0	0.0
cgMLST_120/cgMLST_v2.tsv:GCF_001722045.1_ASM172204v1_genomic.fna	0	0.0
cgMLST_120/cgMLST_v2.tsv:GCF_001729505.1_ASM172950v1_genomic.fna	0	0.0
cgMLST_120/cgMLST_v2.tsv:GCF_001750705.1_ASM175070v1_genomic.fna	0	0.0
cgMLST_120/cgMLST_v2.tsv:GCF_001792835.1_ASM179283v1_genomic.fna	0	0.0
cgMLST_120/cgMLST_v2.tsv:GCF_001792855.1_ASM179285v1_genomic.fna	0	0.0
cgMLST_120/cgMLST_v2.tsv:GCF_001792875.1_ASM179287v1_genomic.fna	0	0.0
cgMLST_120/cgMLST_v2.tsv:GCF_001870265.1_ASM187026v1_genomic.fna	0	0.0
cgMLST_120/cgMLST_v2.tsv:GCF_001874465.1_ASM187446v1_genomic.fna	0	0.0
cgMLST_120/cgMLST_v2.tsv:GCF_001879525.1_ASM187952v1_genomic.fna	0	0.0
cgMLST_120/cgMLST_v2.tsv:GCF_001900195.1_ASM190019v1_genomic.fna	0	0.0
cgMLST_120/cgMLST_v2.tsv:GCF_001900225.1_ASM190022v1_genomic.fna	0	0.0
cgMLST_120/cgMLST_v2.tsv:GCF_001900265.1_ASM190026v1_genomic.fna	0	0.0
cgMLST_120/cgMLST_v2.tsv:GCF_002075065.1_ASM207506v1_genomic.fna	0	0.0
cgMLST_120/cgMLST_v2.tsv:GCF_002085605.1_ASM208560v1_genomic.fna	0	0.0
cgMLST_120/cgMLST_v2.tsv:GCF_002085755.1_ASM208575v1_genomic.fna	0	0.0
cgMLST_120/cgMLST_v2.tsv:GCF_002104595.1_ASM210459v1_genomic.fna	0	0.0
cgMLST_120/cgMLST_v2.tsv:GCF_002104615.1_ASM210461v1_genomic.fna	0	0.0
cgMLST_120/cgMLST_v2.tsv:GCF_002192475.1_ASM219247v1_genomic.fna	0	0.0
cgMLST_120/cgMLST_v2.tsv:GCF_002192495.1_ASM219249v1_genomic.fna	0	0.0
cgMLST_120/cgMLST_v2.tsv:GCF_002205335.1_ASM220533v1_genomic.fna	0	0.0
cgMLST_120/cgMLST_v2.tsv:GCF_002205355.1_ASM220535v1_genomic.fna	0	0.0
cgMLST_120/cgMLST_v2.tsv:GCF_002205375.1_ASM220537v1_genomic.fna	0	0.0
cgMLST_120/cgMLST_v2.tsv:GCF_002208645.1_ASM220864v1_genomic.fna	0	0.0
cgMLST_120/cgMLST_v2.tsv:GCF_002215345.1_ASM221534v1_genomic.fna	0	0.0
cgMLST_120/cgMLST_v2.tsv:GCF_002223805.1_ASM222380v1_genomic.fna	0	0.0
cgMLST_120/cgMLST_v2.tsv:GCF_002237405.1_ASM223740v1_genomic.fna	0	0.0
cgMLST_120/cgMLST_v2.tsv:GCF_002237425.1_ASM223742v1_genomic.fna	0	0.0
cgMLST_120/cgMLST_v2.tsv:GCF_002287725.2_ASM228772v2_genomic.fna	0	0.0
cgMLST_120/cgMLST_v2.tsv:GCF_002411865.2_ASM241186v2_genomic.fna	0	0.0
cgMLST_120/cgMLST_v2.tsv:GCF_002442855.1_ASM244285v1_genomic.fna	0	0.0
cgMLST_120/cgMLST_v2.tsv:GCF_002753655.1_ASM275365v1_genomic.fna	0	0.0
cgMLST_120/cgMLST_v2.tsv:GCF_002812865.1_ASM281286v1_genomic.fna	0	0.0
cgMLST_120/cgMLST_v2.tsv:GCF_002812885.1_ASM281288v1_genomic.fna	0	0.0
cgMLST_120/cgMLST_v2.tsv:GCF_002812905.1_ASM281290v1_genomic.fna	0	0.0
cgMLST_120/cgMLST_v2.tsv:GCF_002812925.1_ASM281292v1_genomic.fna	0	0.0
cgMLST_120/cgMLST_v2.tsv:GCF_002946935.1_ASM294693v1_genomic.fna	0	0.0
cgMLST_120/cgMLST_v2.tsv:GCF_002968515.1_ASM296851v1_genomic.fna	0	0.0
cgMLST_120/cgMLST_v2.tsv:GCF_002968585.1_ASM296858v1_genomic.fna	0	0.0
cgMLST_120/cgMLST_v2.tsv:GCF_002968655.1_ASM296865v1_genomic.fna	0	0.0
cgMLST_120/cgMLST_v2.tsv:GCF_002968695.1_ASM296869v1_genomic.fna	0	0.0
cgMLST_120/cgMLST_v2.tsv:GCF_002968955.1_ASM296895v1_genomic.fna	0	0.0
cgMLST_120/cgMLST_v2.tsv:GCF_002997005.1_ASM299700v1_genomic.fna	0	0.0
cgMLST_120/cgMLST_v2.tsv:GCF_003028335.1_ASM302833v1_genomic.fna	0	0.0
cgMLST_120/cgMLST_v2.tsv:GCF_003052005.2_ASM305200v2_genomic.fna	0	0.0
cgMLST_120/cgMLST_v2.tsv:GCF_003060845.1_ASM306084v1_genomic.fna	0	0.0
cgMLST_120/cgMLST_v2.tsv:GCF_003073615.1_ASM307361v1_genomic.fna	0	0.0
cgMLST_120/cgMLST_v2.tsv:GCF_003073735.1_ASM307373v1_genomic.fna	0	0.0
cgMLST_120/cgMLST_v2.tsv:GCF_003073795.1_ASM307379v1_genomic.fna	0	0.0
cgMLST_120/cgMLST_v2.tsv:GCF_003073895.1_ASM307389v1_genomic.fna	0	0.0
cgMLST_120/cgMLST_v2.tsv:GCF_003193645.1_ASM319364v1_genomic.fna	0	0.0
cgMLST_120/cgMLST_v2.tsv:GCF_003194245.1_ASM319424v1_genomic.fna	0	0.0
cgMLST_120/cgMLST_v2.tsv:GCF_003204335.1_ASM320433v1_genomic.fna	0	0.0
cgMLST_120/cgMLST_v2.tsv:GCF_003206535.1_ASM320653v1_genomic.fna	0	0.0
cgMLST_120/cgMLST_v2.tsv:GCF_003288335.1_ASM328833v1_genomic.fna	0	0.0
cgMLST_120/cgMLST_v2.tsv:GCF_003288435.1_ASM328843v1_genomic.fna	0	0.0
cgMLST_120/cgMLST_v2.tsv:GCF_003319235.1_ASM331923v1_genomic.fna	0	0.0
cgMLST_120/cgMLST_v2.tsv:GCF_003369735.1_ASM336973v1_genomic.fna	0	0.0
cgMLST_120/cgMLST_v2.tsv:GCF_003369755.1_ASM336975v1_genomic.fna	0	0.0
cgMLST_120/cgMLST_v2.tsv:GCF_003369775.1_ASM336977v1_genomic.fna	0	0.0
cgMLST_120/cgMLST_v2.tsv:GCF_003408495.1_ASM340849v1_genomic.fna	0	0.0
cgMLST_120/cgMLST_v2.tsv:GCF_003429185.1_ASM342918v1_genomic.fna	0	0.0
cgMLST_120/cgMLST_v2.tsv:GCF_003429205.1_ASM342920v1_genomic.fna	0	0.0
cgMLST_120/cgMLST_v2.tsv:GCF_003433235.1_ASM343323v1_genomic.fna	0	0.0
cgMLST_120/cgMLST_v2.tsv:GCF_003571505.1_ASM357150v1_genomic.fna	0	0.0
cgMLST_120/cgMLST_v2.tsv:GCF_003571805.1_ASM357180v1_genomic.fna	0	0.0
cgMLST_120/cgMLST_v2.tsv:GCF_900069025.1_ASM90006902v1_genomic.fna	0	0.0
cgMLST_120/cgMLST_v2.tsv:GCF_900070375.1_PAO1OR_genomic.fna	0	0.0
cgMLST_120/cgMLST_v2.tsv:GCF_900095805.1_PA14Or_genomic.fna	0	0.0
cgMLST_120/cgMLST_v2.tsv:GCF_900149285.1_PcyII-10_genomic.fna	0	0.0
cgMLST_120/cgMLST_v2.tsv:GCF_900185255.1_NN2_genomic.fna	0	0.0
cgMLST_120/cgMLST_v2.tsv:GCF_900243355.1_RW109_genomic.fna	0	0.0
results261119/results_20191126T121343/results_alleles.tsv:GCF_000148745.1_ASM14874v1_genomic.fna	60	0.022615906520919715
results261119/results_20191126T121343/results_alleles.tsv:GCF_000152545.1_ASM15254v1_genomic.fna	121	0.04560874481718813
results261119/results_20191126T121343/results_alleles.tsv:GCF_000168335.1_ASM16833v1_genomic.fna	0	0.0
results261119/results_20191126T121343/results_alleles.tsv:GCF_000215775.4_PA13_miseq_genomic.fna	1	0.00037693177534869893
results261119/results_20191126T121343/results_alleles.tsv:GCF_000215795.4_PA15_miseq_genomic.fna	0	0.0
results261119/results_20191126T121343/results_alleles.tsv:GCF_000223925.1_ASM22392v2_genomic.fna	1	0.00037693177534869893
results261119/results_20191126T121343/results_alleles.tsv:GCF_000223945.1_ASM22394v2_genomic.fna	1	0.00037693177534869893
results261119/results_20191126T121343/results_alleles.tsv:GCF_000223965.1_ASM22396v2_genomic.fna	0	0.0
results261119/results_20191126T121343/results_alleles.tsv:GCF_000233495.1_Pseudomonas_sp_2_1_26_V1_genomic.fna	46	0.017338861666038485
results261119/results_20191126T121343/results_alleles.tsv:GCF_000258285.1_ASM25828v1_genomic.fna	2	0.0007538635506972868
results261119/results_20191126T121343/results_alleles.tsv:GCF_000259025.1_ASM25902v1_genomic.fna	61	0.022992838296268414
results261119/results_20191126T121343/results_alleles.tsv:GCF_000282915.1_MWR44.1-1.0_genomic.fna	6	0.0022615906520919715
results261119/results_20191126T121343/results_alleles.tsv:GCF_000287875.1_AH16_genomic.fna	26	0.009800226159065173
results261119/results_20191126T121343/results_alleles.tsv:GCF_000291745.1_ASM29174v1_genomic.fna	25	0.009423294383716585
results261119/results_20191126T121343/results_alleles.tsv:GCF_000296325.1_PAO579-1.0_genomic.fna	29	0.010931021485111159
results261119/results_20191126T121343/results_alleles.tsv:GCF_000297335.1_ASM29733v1_genomic.fna	9	0.0033923859781379573
results261119/results_20191126T121343/results_alleles.tsv:GCF_000297355.1_ASM29735v1_genomic.fna	11	0.004146249528835244
results261119/results_20191126T121343/results_alleles.tsv:GCF_000341565.1_ASM34156v1_genomic.fna	77	0.02902374670184693
results261119/results_20191126T121343/results_alleles.tsv:GCF_000342145.1_PA_21_ST175v1_genomic.fna	2	0.0007538635506972868
results261119/results_20191126T121343/results_alleles.tsv:GCF_000359565.1_PA45_genomic.fna	3	0.0011307953260459858
results261119/results_20191126T121343/results_alleles.tsv:GCF_000404265.1_Pseu_aeru_PA14_V1_genomic.fna	0	0.0
results261119/results_20191126T121343/results_alleles.tsv:GCF_000407905.1_Pseu_aeru_MSH-10_V1_genomic.fna	0	0.0
results261119/results_20191126T121343/results_alleles.tsv:GCF_000408865.1_Pseu_aeru_PAK_V1_genomic.fna	1	0.00037693177534869893
results261119/results_20191126T121343/results_alleles.tsv:GCF_000439855.1_SOAPdenovo_genomic.fna	3	0.0011307953260459858
results261119/results_20191126T121343/results_alleles.tsv:GCF_000439875.1_SOAPdenovo_genomic.fna	2	0.0007538635506972868
results261119/results_20191126T121343/results_alleles.tsv:GCF_000468555.2_ASM46855v1_genomic.fna	27	0.010177157934413872
results261119/results_20191126T121343/results_alleles.tsv:GCF_000468935.2_ASM46893v1_genomic.fna	54	0.020354315868827744
results261119/results_20191126T121343/results_alleles.tsv:GCF_000478465.2_Pseu_aeru_Stone_130_V1_genomic.fna	1	0.00037693177534869893
results261119/results_20191126T121343/results_alleles.tsv:GCF_000480355.1_Pseu_aeru_CF614_V1_genomic.fna	1	0.00037693177534869893
results261119/results_20191126T121343/results_alleles.tsv:GCF_000480375.1_Pseu_aeru_CF77_V1_genomic.fna	0	0.0
results261119/results_20191126T121343/results_alleles.tsv:GCF_000480395.1_Pseu_aeru_3572_V1_genomic.fna	0	0.0
results261119/results_20191126T121343/results_alleles.tsv:GCF_000480415.1_Pseu_aeru_3571_V1_genomic.fna	0	0.0
results261119/results_20191126T121343/results_alleles.tsv:GCF_000480435.1_Pseu_aeru_3570_V1_genomic.fna	1	0.00037693177534869893
results261119/results_20191126T121343/results_alleles.tsv:GCF_000480455.1_Pseu_aeru_3569_V1_genomic.fna	0	0.0
results261119/results_20191126T121343/results_alleles.tsv:GCF_000480475.1_Pseu_aeru_3568_V1_genomic.fna	0	0.0
results261119/results_20191126T121343/results_alleles.tsv:GCF_000480495.1_Pseu_aeru_3567_V1_genomic.fna	1	0.00037693177534869893
results261119/results_20191126T121343/results_alleles.tsv:GCF_000480515.1_Pseu_aeru_3566_V1_genomic.fna	1	0.00037693177534869893
results261119/results_20191126T121343/results_alleles.tsv:GCF_000480535.1_Pseu_aeru_3098_V1_genomic.fna	2	0.0007538635506972868
results261119/results_20191126T121343/results_alleles.tsv:GCF_000480555.1_Pseu_aeru_3097_V1_genomic.fna	0	0.0
results261119/results_20191126T121343/results_alleles.tsv:GCF_000480575.1_Pseu_aeru_3096_V1_genomic.fna	2	0.0007538635506972868
results261119/results_20191126T121343/results_alleles.tsv:GCF_000480595.1_Pseu_aeru_3095_V1_genomic.fna	2	0.0007538635506972868
results261119/results_20191126T121343/results_alleles.tsv:GCF_000480615.1_Pseu_aeru_3094_V1_genomic.fna	0	0.0
results261119/results_20191126T121343/results_alleles.tsv:GCF_000480645.1_Pseu_aeru_BL25_V1_genomic.fna	0	0.0
results261119/results_20191126T121343/results_alleles.tsv:GCF_000480665.1_Pseu_aeru_BL24_V1_genomic.fna	0	0.0
results261119/results_20191126T121343/results_alleles.tsv:GCF_000480685.1_Pseu_aeru_BL23_V1_genomic.fna	0	0.0
results261119/results_20191126T121343/results_alleles.tsv:GCF_000480705.1_Pseu_aeru_BL22_V1_genomic.fna	1	0.00037693177534869893
results261119/results_20191126T121343/results_alleles.tsv:GCF_000480725.1_Pseu_aeru_BL21_V1_genomic.fna	1	0.00037693177534869893
results261119/results_20191126T121343/results_alleles.tsv:GCF_000480745.1_Pseu_aeru_BL20_V1_genomic.fna	11	0.004146249528835244
results261119/results_20191126T121343/results_alleles.tsv:GCF_000480765.1_Pseu_aeru_BL19_V1_genomic.fna	1	0.00037693177534869893
results261119/results_20191126T121343/results_alleles.tsv:GCF_000480785.1_Pseu_aeru_BL18_V1_genomic.fna	0	0.0
results261119/results_20191126T121343/results_alleles.tsv:GCF_000480805.1_Pseu_aeru_BL17_V1_genomic.fna	0	0.0
results261119/results_20191126T121343/results_alleles.tsv:GCF_000480825.1_Pseu_aeru_BL16_V1_genomic.fna	0	0.0
results261119/results_20191126T121343/results_alleles.tsv:GCF_000480845.1_Pseu_aeru_BL15_V1_genomic.fna	3	0.0011307953260459858
results261119/results_20191126T121343/results_alleles.tsv:GCF_000480865.1_Pseu_aeru_BL14_V1_genomic.fna	1	0.00037693177534869893
results261119/results_20191126T121343/results_alleles.tsv:GCF_000480885.1_Pseu_aeru_BL13_V1_genomic.fna	1	0.00037693177534869893
results261119/results_20191126T121343/results_alleles.tsv:GCF_000480905.1_Pseu_aeru_BL12_V1_genomic.fna	37	0.013946475687900528
results261119/results_20191126T121343/results_alleles.tsv:GCF_000480925.1_Pseu_aeru_BL11_V1_genomic.fna	1	0.00037693177534869893
results261119/results_20191126T121343/results_alleles.tsv:GCF_000480945.1_Pseu_aeru_BL10_V1_genomic.fna	3	0.0011307953260459858
results261119/results_20191126T121343/results_alleles.tsv:GCF_000480965.1_Pseu_aeru_BL09_V1_genomic.fna	0	0.0
results261119/results_20191126T121343/results_alleles.tsv:GCF_000480985.1_Pseu_aeru_BL08_V1_genomic.fna	0	0.0
results261119/results_20191126T121343/results_alleles.tsv:GCF_000481005.1_Pseu_aeru_BL07_V1_genomic.fna	3	0.0011307953260459858
results261119/results_20191126T121343/results_alleles.tsv:GCF_000481025.1_Pseu_aeru_BL06_V1_genomic.fna	1	0.00037693177534869893
results261119/results_20191126T121343/results_alleles.tsv:GCF_000481045.1_Pseu_aeru_BL05_V1_genomic.fna	1	0.00037693177534869893
results261119/results_20191126T121343/results_alleles.tsv:GCF_000481065.1_Pseu_aeru_BL04_V1_genomic.fna	1	0.00037693177534869893
results261119/results_20191126T121343/results_alleles.tsv:GCF_000481085.1_Pseu_aeru_BL03_V1_genomic.fna	13	0.004900113079532642
results261119/results_20191126T121343/results_alleles.tsv:GCF_000481105.1_Pseu_aeru_BL02_V1_genomic.fna	1	0.00037693177534869893
results261119/results_20191126T121343/results_alleles.tsv:GCF_000481125.1_Pseu_aeru_BL01_V1_genomic.fna	1	0.00037693177534869893
results261119/results_20191126T121343/results_alleles.tsv:GCF_000481145.1_Pseu_aeru_BWH028_V1_genomic.fna	1	0.00037693177534869893
results261119/results_20191126T121343/results_alleles.tsv:GCF_000481165.1_Pseu_aeru_BWH027_V1_genomic.fna	0	0.0
results261119/results_20191126T121343/results_alleles.tsv:GCF_000481185.1_Pseu_aeru_BWH026_V1_genomic.fna	4	0.0015077271013946847
results261119/results_20191126T121343/results_alleles.tsv:GCF_000481205.1_Pseu_aeru_BWH025_V1_genomic.fna	2	0.0007538635506972868
results261119/results_20191126T121343/results_alleles.tsv:GCF_000481225.1_Pseu_aeru_BWH024_V1_genomic.fna	0	0.0
results261119/results_20191126T121343/results_alleles.tsv:GCF_000481245.1_Pseu_aeru_BWH023_V1_genomic.fna	0	0.0
results261119/results_20191126T121343/results_alleles.tsv:GCF_000481265.1_Pseu_aeru_BWH022_V1_genomic.fna	0	0.0
results261119/results_20191126T121343/results_alleles.tsv:GCF_000481285.1_Pseu_aeru_BWH021_V1_genomic.fna	0	0.0
results261119/results_20191126T121343/results_alleles.tsv:GCF_000481305.1_Pseu_aeru_BWH020_V1_genomic.fna	5	0.0018846588767432726
results261119/results_20191126T121343/results_alleles.tsv:GCF_000481325.1_Pseu_aeru_BWH019_V1_genomic.fna	2	0.0007538635506972868
results261119/results_20191126T121343/results_alleles.tsv:GCF_000481345.1_Pseu_aeru_BWH018_V1_genomic.fna	8	0.0030154542027892584
results261119/results_20191126T121343/results_alleles.tsv:GCF_000481365.1_Pseu_aeru_BWH017_V1_genomic.fna	0	0.0
results261119/results_20191126T121343/results_alleles.tsv:GCF_000481385.1_Pseu_aeru_BWH016_V1_genomic.fna	4	0.0015077271013946847
results261119/results_20191126T121343/results_alleles.tsv:GCF_000481405.1_Pseu_aeru_BWH015_V1_genomic.fna	0	0.0
results261119/results_20191126T121343/results_alleles.tsv:GCF_000481425.1_Pseu_aeru_BWH014_V1_genomic.fna	0	0.0
results261119/results_20191126T121343/results_alleles.tsv:GCF_000481445.1_Pseu_aeru_BWH013_V1_genomic.fna	1	0.00037693177534869893
results261119/results_20191126T121343/results_alleles.tsv:GCF_000481465.1_Pseu_aeru_BWH012_V1_genomic.fna	0	0.0
results261119/results_20191126T121343/results_alleles.tsv:GCF_000481485.1_Pseu_aeru_BWH011_V1_genomic.fna	0	0.0
results261119/results_20191126T121343/results_alleles.tsv:GCF_000481505.1_Pseu_aeru_BWH010_V1_genomic.fna	4	0.0015077271013946847
results261119/results_20191126T121343/results_alleles.tsv:GCF_000481525.1_Pseu_aeru_BWH009_V1_genomic.fna	2	0.0007538635506972868
results261119/results_20191126T121343/results_alleles.tsv:GCF_000481545.1_Pseu_aeru_BWH008_V1_genomic.fna	3	0.0011307953260459858
results261119/results_20191126T121343/results_alleles.tsv:GCF_000481565.1_Pseu_aeru_BWH007_V1_genomic.fna	4	0.0015077271013946847
results261119/results_20191126T121343/results_alleles.tsv:GCF_000481585.1_Pseu_aeru_BWH006_V1_genomic.fna	1	0.00037693177534869893
results261119/results_20191126T121343/results_alleles.tsv:GCF_000481605.1_Pseu_aeru_BWH005_V1_genomic.fna	1	0.00037693177534869893
results261119/results_20191126T121343/results_alleles.tsv:GCF_000481625.1_Pseu_aeru_BWH004_V1_genomic.fna	0	0.0
results261119/results_20191126T121343/results_alleles.tsv:GCF_000481645.1_Pseu_aeru_BWH003_V1_genomic.fna	0	0.0
results261119/results_20191126T121343/results_alleles.tsv:GCF_000481665.1_Pseu_aeru_BWH002_V1_genomic.fna	0	0.0
results261119/results_20191126T121343/results_alleles.tsv:GCF_000481685.1_Pseu_aeru_BWH001_V1_genomic.fna	2	0.0007538635506972868
results261119/results_20191126T121343/results_alleles.tsv:GCF_000481705.1_Pseu_aeru_X13273_V1_genomic.fna	7	0.0026385224274406704
results261119/results_20191126T121343/results_alleles.tsv:GCF_000481725.1_Pseu_aeru_S35004_V1_genomic.fna	28	0.01055408970976257
results261119/results_20191126T121343/results_alleles.tsv:GCF_000481745.1_Pseu_aeru_6077_V1_genomic.fna	0	0.0
results261119/results_20191126T121343/results_alleles.tsv:GCF_000481765.1_Pseu_aeru_19660_V1_genomic.fna	4	0.0015077271013946847
results261119/results_20191126T121343/results_alleles.tsv:GCF_000481785.1_Pseu_aeru_U2504_V1_genomic.fna	1	0.00037693177534869893
results261119/results_20191126T121343/results_alleles.tsv:GCF_000481805.1_Pseu_aeru_JJ692_V1_genomic.fna	4	0.0015077271013946847
results261119/results_20191126T121343/results_alleles.tsv:GCF_000481825.1_Pseu_aeru_S54485_V1_genomic.fna	2	0.0007538635506972868
results261119/results_20191126T121343/results_alleles.tsv:GCF_000481845.1_Pseu_aeru_UDL_V1_genomic.fna	2	0.0007538635506972868
results261119/results_20191126T121343/results_alleles.tsv:GCF_000481865.1_Pseu_aeru_X24509_V1_genomic.fna	2	0.0007538635506972868
results261119/results_20191126T121343/results_alleles.tsv:GCF_000481885.1_Pseu_aeru_CF5_V1_genomic.fna	13	0.004900113079532642
results261119/results_20191126T121343/results_alleles.tsv:GCF_000481905.1_Pseu_aeru_CF27_V1_genomic.fna	4	0.0015077271013946847
results261119/results_20191126T121343/results_alleles.tsv:GCF_000481925.1_Pseu_aeru_CF18_V1_genomic.fna	0	0.0
results261119/results_20191126T121343/results_alleles.tsv:GCF_000481945.1_Pseu_aeru_CF127_V1_genomic.fna	2	0.0007538635506972868
results261119/results_20191126T121343/results_alleles.tsv:GCF_000481965.1_Pseu_aeru_MSH10_V1_genomic.fna	0	0.0
results261119/results_20191126T121343/results_alleles.tsv:GCF_000481985.1_Pseu_aeru_MSH3_V1_genomic.fna	0	0.0
results261119/results_20191126T121343/results_alleles.tsv:GCF_000482005.1_Pseu_aeru_E2_V1_genomic.fna	0	0.0
results261119/results_20191126T121343/results_alleles.tsv:GCF_000482025.1_Pseu_aeru_62_V1_genomic.fna	0	0.0
